id,word,meaningVi,topic,cefr,example,pooTip,quiz
303,grammar,ngữ pháp,learning,A2,I can use 'grammar' in a simple sentence.,"Học từ 'grammar' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'grammar' thuộc chủ đề nào?"", 'answer': 'learning'}"
304,vocabulary,từ vựng,learning,A2,I can use 'vocabulary' in a simple sentence.,"Học từ 'vocabulary' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'vocabulary' thuộc chủ đề nào?"", 'answer': 'learning'}"
305,pronunciation,phát âm,learning,A2,I can use 'pronunciation' in a simple sentence.,"Học từ 'pronunciation' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'pronunciation' thuộc chủ đề nào?"", 'answer': 'learning'}"
306,accent,nghĩa cơ bản của 'accent',learning,A2,I can use 'accent' in a simple sentence.,"Học từ 'accent' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'accent' thuộc chủ đề nào?"", 'answer': 'learning'}"
307,meaning,nghĩa cơ bản của 'meaning',learning,A2,I can use 'meaning' in a simple sentence.,"Học từ 'meaning' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'meaning' thuộc chủ đề nào?"", 'answer': 'learning'}"
308,example,nghĩa cơ bản của 'example',learning,A2,I can use 'example' in a simple sentence.,"Học từ 'example' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'example' thuộc chủ đề nào?"", 'answer': 'learning'}"
309,practice,luyện tập,learning,A2,I can use 'practice' in a simple sentence.,"Học từ 'practice' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'practice' thuộc chủ đề nào?"", 'answer': 'learning'}"
310,repeat,lặp lại,learning,A2,I can use 'repeat' in a simple sentence.,"Học từ 'repeat' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'repeat' thuộc chủ đề nào?"", 'answer': 'learning'}"
311,mistake,lỗi sai,learning,A2,I can use 'mistake' in a simple sentence.,"Học từ 'mistake' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'mistake' thuộc chủ đề nào?"", 'answer': 'learning'}"
312,score,điểm,learning,A2,I can use 'score' in a simple sentence.,"Học từ 'score' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'score' thuộc chủ đề nào?"", 'answer': 'learning'}"
313,level,nghĩa cơ bản của 'level',learning,A2,I can use 'level' in a simple sentence.,"Học từ 'level' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'level' thuộc chủ đề nào?"", 'answer': 'learning'}"
314,easy,nghĩa cơ bản của 'easy',learning,A2,I can use 'easy' in a simple sentence.,"Học từ 'easy' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'easy' thuộc chủ đề nào?"", 'answer': 'learning'}"
315,difficult,nghĩa cơ bản của 'difficult',learning,A2,I can use 'difficult' in a simple sentence.,"Học từ 'difficult' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'difficult' thuộc chủ đề nào?"", 'answer': 'learning'}"
316,correct,nghĩa cơ bản của 'correct',learning,A2,I can use 'correct' in a simple sentence.,"Học từ 'correct' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'correct' thuộc chủ đề nào?"", 'answer': 'learning'}"
317,wrong,nghĩa cơ bản của 'wrong',learning,A2,I can use 'wrong' in a simple sentence.,"Học từ 'wrong' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'wrong' thuộc chủ đề nào?"", 'answer': 'learning'}"
318,translate,nghĩa cơ bản của 'translate',learning,A2,I can use 'translate' in a simple sentence.,"Học từ 'translate' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'translate' thuộc chủ đề nào?"", 'answer': 'learning'}"
319,review,nghĩa cơ bản của 'review',learning,A2,I can use 'review' in a simple sentence.,"Học từ 'review' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'review' thuộc chủ đề nào?"", 'answer': 'learning'}"
320,remember,nghĩa cơ bản của 'remember',learning,A2,I can use 'remember' in a simple sentence.,"Học từ 'remember' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'remember' thuộc chủ đề nào?"", 'answer': 'learning'}"
321,go,nghĩa cơ bản của 'go',common_verbs,A2,I can use 'go' in a simple sentence.,"Học từ 'go' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'go' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
322,come,nghĩa cơ bản của 'come',common_verbs,A2,I can use 'come' in a simple sentence.,"Học từ 'come' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'come' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
323,take,nghĩa cơ bản của 'take',common_verbs,A2,I can use 'take' in a simple sentence.,"Học từ 'take' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'take' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
324,give,nghĩa cơ bản của 'give',common_verbs,A2,I can use 'give' in a simple sentence.,"Học từ 'give' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'give' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
325,make,nghĩa cơ bản của 'make',common_verbs,A2,I can use 'make' in a simple sentence.,"Học từ 'make' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'make' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
326,do,nghĩa cơ bản của 'do',common_verbs,A2,I can use 'do' in a simple sentence.,"Học từ 'do' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'do' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
327,get,nghĩa cơ bản của 'get',common_verbs,A2,I can use 'get' in a simple sentence.,"Học từ 'get' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'get' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
328,put,nghĩa cơ bản của 'put',common_verbs,A2,I can use 'put' in a simple sentence.,"Học từ 'put' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'put' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
329,bring,nghĩa cơ bản của 'bring',common_verbs,A2,I can use 'bring' in a simple sentence.,"Học từ 'bring' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'bring' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
330,send,nghĩa cơ bản của 'send',common_verbs,A2,I can use 'send' in a simple sentence.,"Học từ 'send' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'send' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
331,find,nghĩa cơ bản của 'find',common_verbs,A2,I can use 'find' in a simple sentence.,"Học từ 'find' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'find' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
332,keep,nghĩa cơ bản của 'keep',common_verbs,A2,I can use 'keep' in a simple sentence.,"Học từ 'keep' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'keep' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
333,hold,nghĩa cơ bản của 'hold',common_verbs,A2,I can use 'hold' in a simple sentence.,"Học từ 'hold' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'hold' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
334,show,nghĩa cơ bản của 'show',common_verbs,A2,I can use 'show' in a simple sentence.,"Học từ 'show' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'show' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
335,tell,nghĩa cơ bản của 'tell',common_verbs,A2,I can use 'tell' in a simple sentence.,"Học từ 'tell' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'tell' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
336,ask,nghĩa cơ bản của 'ask',common_verbs,A2,I can use 'ask' in a simple sentence.,"Học từ 'ask' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'ask' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
337,answer,nghĩa cơ bản của 'answer',common_verbs,A2,I can use 'answer' in a simple sentence.,"Học từ 'answer' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'answer' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
338,move,nghĩa cơ bản của 'move',common_verbs,A2,I can use 'move' in a simple sentence.,"Học từ 'move' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'move' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
339,turn,nghĩa cơ bản của 'turn',common_verbs,A2,I can use 'turn' in a simple sentence.,"Học từ 'turn' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'turn' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
340,look,nghĩa cơ bản của 'look',common_verbs,A2,I can use 'look' in a simple sentence.,"Học từ 'look' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'look' thuộc chủ đề nào?"", 'answer': 'common_verbs'}"
341,table,nghĩa cơ bản của 'table',home_objects,A2,I can use 'table' in a simple sentence.,"Học từ 'table' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'table' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
342,door,nghĩa cơ bản của 'door',home_objects,A2,I can use 'door' in a simple sentence.,"Học từ 'door' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'door' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
343,window,nghĩa cơ bản của 'window',home_objects,A2,I can use 'window' in a simple sentence.,"Học từ 'window' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'window' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
344,bed,nghĩa cơ bản của 'bed',home_objects,A2,I can use 'bed' in a simple sentence.,"Học từ 'bed' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'bed' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
345,lamp,nghĩa cơ bản của 'lamp',home_objects,A2,I can use 'lamp' in a simple sentence.,"Học từ 'lamp' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'lamp' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
346,box,nghĩa cơ bản của 'box',home_objects,A2,I can use 'box' in a simple sentence.,"Học từ 'box' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'box' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
347,cup,nghĩa cơ bản của 'cup',home_objects,A2,I can use 'cup' in a simple sentence.,"Học từ 'cup' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'cup' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
348,bottle,nghĩa cơ bản của 'bottle',home_objects,A2,I can use 'bottle' in a simple sentence.,"Học từ 'bottle' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'bottle' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
349,plate,nghĩa cơ bản của 'plate',home_objects,A2,I can use 'plate' in a simple sentence.,"Học từ 'plate' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'plate' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
350,spoon,nghĩa cơ bản của 'spoon',home_objects,A2,I can use 'spoon' in a simple sentence.,"Học từ 'spoon' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'spoon' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
351,fork,nghĩa cơ bản của 'fork',home_objects,A2,I can use 'fork' in a simple sentence.,"Học từ 'fork' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'fork' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
352,knife,nghĩa cơ bản của 'knife',home_objects,A2,I can use 'knife' in a simple sentence.,"Học từ 'knife' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'knife' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
353,key,nghĩa cơ bản của 'key',home_objects,A2,I can use 'key' in a simple sentence.,"Học từ 'key' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'key' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
354,wallet,nghĩa cơ bản của 'wallet',home_objects,A2,I can use 'wallet' in a simple sentence.,"Học từ 'wallet' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'wallet' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
355,shirt,nghĩa cơ bản của 'shirt',home_objects,A2,I can use 'shirt' in a simple sentence.,"Học từ 'shirt' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'shirt' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
356,shoe,nghĩa cơ bản của 'shoe',home_objects,A2,I can use 'shoe' in a simple sentence.,"Học từ 'shoe' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'shoe' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
357,hat,nghĩa cơ bản của 'hat',home_objects,A2,I can use 'hat' in a simple sentence.,"Học từ 'hat' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'hat' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
358,mirror,nghĩa cơ bản của 'mirror',home_objects,A2,I can use 'mirror' in a simple sentence.,"Học từ 'mirror' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'mirror' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
359,clock,nghĩa cơ bản của 'clock',home_objects,A2,I can use 'clock' in a simple sentence.,"Học từ 'clock' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'clock' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
360,fan,nghĩa cơ bản của 'fan',home_objects,A2,I can use 'fan' in a simple sentence.,"Học từ 'fan' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'fan' thuộc chủ đề nào?"", 'answer': 'home_objects'}"
361,sea,nghĩa cơ bản của 'sea',nature,A2,I can use 'sea' in a simple sentence.,"Học từ 'sea' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'sea' thuộc chủ đề nào?"", 'answer': 'nature'}"
362,ocean,nghĩa cơ bản của 'ocean',nature,A2,I can use 'ocean' in a simple sentence.,"Học từ 'ocean' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'ocean' thuộc chủ đề nào?"", 'answer': 'nature'}"
363,river,nghĩa cơ bản của 'river',nature,A2,I can use 'river' in a simple sentence.,"Học từ 'river' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'river' thuộc chủ đề nào?"", 'answer': 'nature'}"
364,mountain,nghĩa cơ bản của 'mountain',nature,A2,I can use 'mountain' in a simple sentence.,"Học từ 'mountain' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'mountain' thuộc chủ đề nào?"", 'answer': 'nature'}"
365,tree,nghĩa cơ bản của 'tree',nature,A2,I can use 'tree' in a simple sentence.,"Học từ 'tree' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'tree' thuộc chủ đề nào?"", 'answer': 'nature'}"
366,flower,nghĩa cơ bản của 'flower',nature,A2,I can use 'flower' in a simple sentence.,"Học từ 'flower' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'flower' thuộc chủ đề nào?"", 'answer': 'nature'}"
367,animal,nghĩa cơ bản của 'animal',nature,A2,I can use 'animal' in a simple sentence.,"Học từ 'animal' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'animal' thuộc chủ đề nào?"", 'answer': 'nature'}"
368,bird,nghĩa cơ bản của 'bird',nature,A2,I can use 'bird' in a simple sentence.,"Học từ 'bird' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'bird' thuộc chủ đề nào?"", 'answer': 'nature'}"
369,cat,nghĩa cơ bản của 'cat',nature,A2,I can use 'cat' in a simple sentence.,"Học từ 'cat' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'cat' thuộc chủ đề nào?"", 'answer': 'nature'}"
370,dog,nghĩa cơ bản của 'dog',nature,A2,I can use 'dog' in a simple sentence.,"Học từ 'dog' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'dog' thuộc chủ đề nào?"", 'answer': 'nature'}"
371,whale,nghĩa cơ bản của 'whale',nature,A2,I can use 'whale' in a simple sentence.,"Học từ 'whale' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'whale' thuộc chủ đề nào?"", 'answer': 'nature'}"
372,fish,nghĩa cơ bản của 'fish',nature,A2,I can use 'fish' in a simple sentence.,"Học từ 'fish' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'fish' thuộc chủ đề nào?"", 'answer': 'nature'}"
373,turtle,nghĩa cơ bản của 'turtle',nature,A2,I can use 'turtle' in a simple sentence.,"Học từ 'turtle' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'turtle' thuộc chủ đề nào?"", 'answer': 'nature'}"
374,crab,nghĩa cơ bản của 'crab',nature,A2,I can use 'crab' in a simple sentence.,"Học từ 'crab' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'crab' thuộc chủ đề nào?"", 'answer': 'nature'}"
375,starfish,nghĩa cơ bản của 'starfish',nature,A2,I can use 'starfish' in a simple sentence.,"Học từ 'starfish' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'starfish' thuộc chủ đề nào?"", 'answer': 'nature'}"
376,jellyfish,nghĩa cơ bản của 'jellyfish',nature,A2,I can use 'jellyfish' in a simple sentence.,"Học từ 'jellyfish' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'jellyfish' thuộc chủ đề nào?"", 'answer': 'nature'}"
377,sand,nghĩa cơ bản của 'sand',nature,A2,I can use 'sand' in a simple sentence.,"Học từ 'sand' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'sand' thuộc chủ đề nào?"", 'answer': 'nature'}"
378,island,nghĩa cơ bản của 'island',nature,A2,I can use 'island' in a simple sentence.,"Học từ 'island' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'island' thuộc chủ đề nào?"", 'answer': 'nature'}"
379,forest,nghĩa cơ bản của 'forest',nature,A2,I can use 'forest' in a simple sentence.,"Học từ 'forest' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'forest' thuộc chủ đề nào?"", 'answer': 'nature'}"
380,grass,nghĩa cơ bản của 'grass',nature,A2,I can use 'grass' in a simple sentence.,"Học từ 'grass' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'grass' thuộc chủ đề nào?"", 'answer': 'nature'}"
381,say,nghĩa cơ bản của 'say',communication,A2,I can use 'say' in a simple sentence.,"Học từ 'say' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'say' thuộc chủ đề nào?"", 'answer': 'communication'}"
382,talk,nghĩa cơ bản của 'talk',communication,A2,I can use 'talk' in a simple sentence.,"Học từ 'talk' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'talk' thuộc chủ đề nào?"", 'answer': 'communication'}"
383,hear,nghĩa cơ bản của 'hear',communication,A2,I can use 'hear' in a simple sentence.,"Học từ 'hear' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'hear' thuộc chủ đề nào?"", 'answer': 'communication'}"
384,chat,nghĩa cơ bản của 'chat',communication,A2,I can use 'chat' in a simple sentence.,"Học từ 'chat' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'chat' thuộc chủ đề nào?"", 'answer': 'communication'}"
385,voice,nghĩa cơ bản của 'voice',communication,A2,I can use 'voice' in a simple sentence.,"Học từ 'voice' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'voice' thuộc chủ đề nào?"", 'answer': 'communication'}"
386,sound,nghĩa cơ bản của 'sound',communication,A2,I can use 'sound' in a simple sentence.,"Học từ 'sound' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'sound' thuộc chủ đề nào?"", 'answer': 'communication'}"
387,story,nghĩa cơ bản của 'story',communication,A2,I can use 'story' in a simple sentence.,"Học từ 'story' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'story' thuộc chủ đề nào?"", 'answer': 'communication'}"
388,news,nghĩa cơ bản của 'news',communication,A2,I can use 'news' in a simple sentence.,"Học từ 'news' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'news' thuộc chủ đề nào?"", 'answer': 'communication'}"
389,idea,nghĩa cơ bản của 'idea',communication,A2,I can use 'idea' in a simple sentence.,"Học từ 'idea' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'idea' thuộc chủ đề nào?"", 'answer': 'communication'}"
390,opinion,nghĩa cơ bản của 'opinion',communication,A2,I can use 'opinion' in a simple sentence.,"Học từ 'opinion' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'opinion' thuộc chủ đề nào?"", 'answer': 'communication'}"
391,promise,nghĩa cơ bản của 'promise',communication,A2,I can use 'promise' in a simple sentence.,"Học từ 'promise' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'promise' thuộc chủ đề nào?"", 'answer': 'communication'}"
392,explain,nghĩa cơ bản của 'explain',communication,A2,I can use 'explain' in a simple sentence.,"Học từ 'explain' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'explain' thuộc chủ đề nào?"", 'answer': 'communication'}"
393,describe,nghĩa cơ bản của 'describe',communication,A2,I can use 'describe' in a simple sentence.,"Học từ 'describe' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'describe' thuộc chủ đề nào?"", 'answer': 'communication'}"
394,reply,nghĩa cơ bản của 'reply',communication,A2,I can use 'reply' in a simple sentence.,"Học từ 'reply' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'reply' thuộc chủ đề nào?"", 'answer': 'communication'}"
395,repeat,lặp lại,communication,A2,I can use 'repeat' in a simple sentence.,"Học từ 'repeat' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'repeat' thuộc chủ đề nào?"", 'answer': 'communication'}"
396,spell,nghĩa cơ bản của 'spell',communication,A2,I can use 'spell' in a simple sentence.,"Học từ 'spell' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'spell' thuộc chủ đề nào?"", 'answer': 'communication'}"
397,share,nghĩa cơ bản của 'share',communication,A2,I can use 'share' in a simple sentence.,"Học từ 'share' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'share' thuộc chủ đề nào?"", 'answer': 'communication'}"
398,invite,nghĩa cơ bản của 'invite',communication,A2,I can use 'invite' in a simple sentence.,"Học từ 'invite' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'invite' thuộc chủ đề nào?"", 'answer': 'communication'}"
399,agree,nghĩa cơ bản của 'agree',communication,A2,I can use 'agree' in a simple sentence.,"Học từ 'agree' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'agree' thuộc chủ đề nào?"", 'answer': 'communication'}"
400,disagree,nghĩa cơ bản của 'disagree',communication,A2,I can use 'disagree' in a simple sentence.,"Học từ 'disagree' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'disagree' thuộc chủ đề nào?"", 'answer': 'communication'}"
401,course,nghĩa cơ bản của 'course',education,A2,I can use 'course' in a simple sentence.,"Học từ 'course' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'course' thuộc chủ đề nào?"", 'answer': 'education'}"
